customer_id,tenure,Tenure_group,monthly_charges,total_charges,contract,payment_method,internet_service,tech_support,online_security,support_calls,churn,Churn_Value,Audit_Difference
12703,39,2-4 Years,53.88,2101.32,Month-to-month,UPI,Fiber,Yes,No,2,No,0,$0.00
12704,13,1-2 Years,81.73,1062.49,Month-to-month,UPI,DSL,No,Yes,2,Yes,1,$0.00
12705,16,1-2 Years,26.65,426.40,Two year,Cash,DSL,No,Yes,1,No,0,$0.00
12706,44,2-4 Years,22.22,977.68,Two year,Debit,Fiber,Yes,Yes,2,No,0,$0.00
12707,71,4+ Years,63.69,4521.99,Month-to-month,Credit,DSL,No,No,2,No,0,$0.00
12708,27,2-4 Years,99.36,2682.72,Month-to-month,Cash,DSL,Yes,No,0,No,0,$0.00
12709,45,2-4 Years,23.07,1038.15,Month-to-month,Debit,Fiber,Yes,No,1,No,0,$0.00
12710,35,2-4 Years,104.90,3671.50,Month-to-month,Cash,Fiber,No,No,1,Yes,1,$0.00
12711,28,2-4 Years,58.39,1634.92,One year,Credit,Fiber,No,Yes,2,No,0,$0.00
12712,7,0-1 Year,31.82,222.74,One year,Credit,Fiber,No,No,6,No,0,$0.00
12713,62,4+ Years,76.75,4758.50,Month-to-month,Debit,Not_Specified,No,Yes,5,Yes,1,$0.00
12714,51,4+ Years,115.24,5877.24,Month-to-month,Credit,DSL,Yes,Yes,0,Yes,1,$0.00
12715,46,2-4 Years,74.25,3415.50,One year,Credit,Fiber,No,No,2,No,0,$0.00
12716,20,1-2 Years,88.66,1773.20,Month-to-month,Credit,DSL,No,No,2,Yes,1,$0.00
12717,38,2-4 Years,101.64,3862.32,Month-to-month,Debit,DSL,No,No,2,Yes,1,$0.00
12718,61,4+ Years,99.93,6095.73,One year,Cash,Fiber,No,No,2,No,0,$0.00
12719,32,2-4 Years,27.31,873.92,Month-to-month,Cash,Not_Specified,No,Yes,0,No,0,$0.00
12720,26,2-4 Years,94.10,2446.60,Month-to-month,Cash,DSL,Yes,Yes,3,Yes,1,$0.00
12721,58,4+ Years,114.94,6666.52,Month-to-month,Cash,DSL,No,No,0,Yes,1,$0.00
12722,39,2-4 Years,90.07,3512.73,Month-to-month,Cash,DSL,No,No,1,Yes,1,$0.00
12723,20,1-2 Years,103.64,2072.80,Month-to-month,Cash,Fiber,No,No,2,Yes,1,$0.00
12724,50,4+ Years,68.55,3427.50,Two year,Cash,Fiber,No,No,1,No,0,$0.00
12725,52,4+ Years,51.91,2699.32,Month-to-month,Credit,Fiber,Yes,No,0,No,0,$0.00
12726,22,1-2 Years,87.62,1927.64,Month-to-month,Cash,Not_Specified,No,No,1,Yes,1,$0.00
12727,53,4+ Years,69.22,3668.66,Month-to-month,Credit,Fiber,No,Yes,1,Yes,1,$0.00
12728,66,4+ Years,109.53,7228.98,Month-to-month,UPI,DSL,Yes,Yes,0,No,0,$0.00
12729,43,2-4 Years,117.44,5049.92,Two year,Debit,Not_Specified,Yes,No,1,No,0,$0.00
12730,23,1-2 Years,101.98,2345.54,Month-to-month,Credit,Not_Specified,No,Yes,0,Yes,1,$0.00
12731,64,4+ Years,119.27,7633.28,One year,Debit,Fiber,Yes,Yes,1,No,0,$0.00
12732,9,0-1 Year,54.84,493.56,One year,Debit,DSL,No,Yes,2,No,0,$0.00
12733,7,0-1 Year,109.58,767.06,Month-to-month,UPI,DSL,No,Yes,2,Yes,1,$0.00
12734,41,2-4 Years,52.99,2172.59,One year,Cash,DSL,No,No,2,No,0,$0.00
12735,54,4+ Years,31.80,1717.20,Month-to-month,UPI,DSL,No,No,0,No,0,$0.00
12736,65,4+ Years,82.14,5339.10,Month-to-month,Credit,Fiber,No,Yes,1,Yes,1,$0.00
12737,2,0-1 Year,65.50,131.00,Month-to-month,Credit,DSL,No,No,2,Yes,1,$0.00
12738,4,0-1 Year,112.17,448.68,Month-to-month,Credit,Fiber,No,Yes,1,No,0,$0.00
12739,32,2-4 Years,69.22,2215.04,Month-to-month,Debit,Fiber,Yes,Yes,2,No,0,$0.00
12740,2,0-1 Year,112.76,225.52,One year,Cash,Fiber,No,No,0,Yes,1,$0.00
12741,64,4+ Years,27.86,1783.04,One year,Cash,Fiber,No,Yes,2,No,0,$0.00
12742,14,1-2 Years,103.05,1442.70,Month-to-month,Cash,DSL,Yes,Yes,0,Yes,1,$0.00
12743,20,1-2 Years,95.91,1918.20,One year,UPI,DSL,No,Yes,0,No,0,$0.00
12744,49,4+ Years,92.00,4508.00,Month-to-month,UPI,DSL,No,Yes,0,Yes,1,$0.00
12745,8,0-1 Year,55.51,444.08,Two year,Credit,Not_Specified,No,No,1,Yes,1,$0.00
12746,63,4+ Years,98.38,6197.94,Two year,Cash,DSL,No,No,1,No,0,$0.00
12747,46,2-4 Years,68.33,3143.18,Month-to-month,Cash,DSL,No,Yes,1,No,0,$0.00
12748,21,1-2 Years,91.52,1921.92,One year,UPI,DSL,No,No,2,No,0,$0.00
12749,32,2-4 Years,75.22,2407.04,Two year,Debit,Fiber,No,No,1,No,0,$0.00
12750,8,0-1 Year,35.74,285.92,Month-to-month,Cash,Fiber,No,Yes,3,Yes,1,$0.00
12751,16,1-2 Years,26.46,423.36,Month-to-month,Credit,DSL,Yes,Yes,1,No,0,$0.00
12752,40,2-4 Years,56.62,2264.80,Month-to-month,Cash,Fiber,Yes,No,1,No,0,$0.00
12753,27,2-4 Years,113.28,3058.56,Month-to-month,UPI,Fiber,Yes,No,2,No,0,$0.00
12754,18,1-2 Years,72.97,1313.46,Two year,Cash,DSL,No,Yes,0,No,0,$0.00
12755,35,2-4 Years,100.22,3507.70,Two year,Credit,Not_Specified,No,No,2,No,0,$0.00
12756,52,4+ Years,77.60,4035.20,Two year,Debit,Fiber,No,No,3,Yes,1,$0.00
12757,15,1-2 Years,115.79,1736.85,Month-to-month,Debit,Fiber,Yes,Yes,1,No,0,$0.00
12758,63,4+ Years,56.95,3587.85,Month-to-month,Credit,Fiber,Yes,Yes,3,No,0,$0.00
12759,53,4+ Years,25.71,1362.63,Month-to-month,Credit,Fiber,No,No,3,No,0,$0.00
12760,66,4+ Years,98.07,6472.62,Two year,Cash,DSL,Yes,No,2,No,0,$0.00
12761,31,2-4 Years,90.55,2807.05,One year,Cash,Not_Specified,No,Yes,1,Yes,1,$0.00
12762,61,4+ Years,72.75,4437.75,Two year,UPI,Fiber,No,No,4,No,0,$0.00
12763,64,4+ Years,52.64,3368.96,Two year,Debit,DSL,No,No,0,No,0,$0.00
12764,34,2-4 Years,38.83,1320.22,Month-to-month,Debit,Fiber,Yes,Yes,2,No,0,$0.00
12765,55,4+ Years,68.23,3752.65,Month-to-month,Credit,Fiber,Yes,Yes,1,No,0,$0.00
12766,59,4+ Years,86.62,5110.58,Month-to-month,UPI,Fiber,No,Yes,2,No,0,$0.00
12767,3,0-1 Year,77.89,233.67,One year,Cash,DSL,No,Yes,3,Yes,1,$0.00
12768,17,1-2 Years,63.75,1083.75,Two year,Credit,Fiber,No,Yes,0,No,0,$0.00
12769,46,2-4 Years,73.97,3402.62,Month-to-month,Credit,DSL,No,No,2,No,0,$0.00
12770,38,2-4 Years,30.80,1170.40,Two year,Credit,DSL,Yes,Yes,2,Yes,1,$0.00
12771,35,2-4 Years,89.58,3135.30,Month-to-month,Debit,Not_Specified,Yes,No,3,Yes,1,$0.00
12772,1,0-1 Year,93.43,93.43,Month-to-month,Cash,Not_Specified,No,No,6,Yes,1,$0.00
12773,29,2-4 Years,21.15,613.35,One year,Cash,Fiber,Yes,No,0,Yes,1,$0.00
12774,4,0-1 Year,47.05,188.20,Month-to-month,Credit,DSL,Yes,No,0,No,0,$0.00
12775,61,4+ Years,29.21,1781.81,Month-to-month,Credit,Fiber,Yes,Yes,0,Yes,1,$0.00
12776,17,1-2 Years,119.82,2036.94,One year,UPI,Fiber,Yes,No,1,No,0,$0.00
12777,28,2-4 Years,79.33,2221.24,One year,Cash,Fiber,No,No,2,No,0,$0.00
12778,50,4+ Years,66.57,3328.50,Month-to-month,Credit,DSL,Yes,Yes,3,Yes,1,$0.00
12779,8,0-1 Year,66.30,530.40,Month-to-month,UPI,Not_Specified,No,No,1,No,0,$0.00
12780,34,2-4 Years,116.48,3960.32,Month-to-month,Credit,DSL,No,Yes,2,Yes,1,$0.00
12781,59,4+ Years,85.99,5073.41,Month-to-month,Debit,DSL,No,No,1,Yes,1,$0.00
12782,18,1-2 Years,36.87,663.66,Month-to-month,Credit,Fiber,No,No,0,No,0,$0.00
12783,59,4+ Years,64.82,3824.38,Month-to-month,Debit,Fiber,Yes,Yes,1,No,0,$0.00
12784,27,2-4 Years,97.42,2630.34,Month-to-month,Cash,DSL,Yes,Yes,2,No,0,$0.00
12785,16,1-2 Years,62.34,997.44,Month-to-month,Credit,Not_Specified,Yes,No,1,No,0,$0.00
12786,10,0-1 Year,50.95,509.50,One year,Cash,Fiber,No,No,0,No,0,$0.00
12787,22,1-2 Years,119.12,2620.64,One year,Cash,Fiber,No,Yes,1,No,0,$0.00
12788,16,1-2 Years,113.56,1816.96,Month-to-month,Cash,Fiber,No,No,1,Yes,1,$0.00
12789,12,0-1 Year,114.16,1369.92,Month-to-month,Debit,Not_Specified,Yes,No,5,Yes,1,$0.00
12790,51,4+ Years,33.17,1691.67,Month-to-month,Cash,Fiber,No,No,1,No,0,$0.00
12791,1,0-1 Year,43.43,43.43,Month-to-month,Cash,Fiber,No,Yes,1,Yes,1,$0.00
12792,27,2-4 Years,64.21,1733.67,Two year,Debit,Not_Specified,Yes,Yes,4,No,0,$0.00
12793,67,4+ Years,103.21,6915.07,Month-to-month,Credit,DSL,No,No,3,Yes,1,$0.00
12794,12,0-1 Year,93.68,1124.16,Month-to-month,Cash,DSL,No,Yes,2,Yes,1,$0.00
12795,30,2-4 Years,104.97,3149.10,Month-to-month,UPI,Not_Specified,Yes,No,2,No,0,$0.00
12796,9,0-1 Year,112.08,1008.72,Month-to-month,Debit,DSL,No,No,3,Yes,1,$0.00
12797,53,4+ Years,98.08,5198.24,Month-to-month,Debit,Not_Specified,No,No,4,No,0,$0.00
12798,61,4+ Years,46.18,2816.98,One year,Credit,DSL,Yes,Yes,0,No,0,$0.00
12799,54,4+ Years,48.54,2621.16,Month-to-month,UPI,Fiber,Yes,Yes,0,No,0,$0.00
12800,37,2-4 Years,55.25,2044.25,Month-to-month,Debit,Fiber,No,Yes,2,No,0,$0.00
12801,65,4+ Years,50.31,3270.15,One year,Credit,DSL,No,No,0,No,0,$0.00
12802,42,2-4 Years,44.91,1886.22,One year,Cash,Fiber,No,Yes,2,No,0,$0.00
12803,49,4+ Years,95.25,4667.25,Month-to-month,Cash,Fiber,Yes,No,0,Yes,1,$0.00
12804,4,0-1 Year,23.40,93.60,Month-to-month,Debit,DSL,No,Yes,1,No,0,$0.00
12805,64,4+ Years,92.84,5941.76,One year,Credit,Fiber,No,No,0,No,0,$0.00
12806,51,4+ Years,102.36,5220.36,Month-to-month,Cash,Fiber,Yes,No,4,Yes,1,$0.00
12807,72,4+ Years,26.60,1915.20,Month-to-month,Cash,DSL,Yes,No,1,No,0,$0.00
12808,60,4+ Years,26.18,1570.80,Month-to-month,Credit,Fiber,No,Yes,0,No,0,$0.00
12809,31,2-4 Years,48.55,1505.05,Month-to-month,Cash,DSL,No,No,1,No,0,$0.00
12810,72,4+ Years,40.83,2939.76,Month-to-month,Cash,Not_Specified,Yes,No,2,No,0,$0.00
12811,58,4+ Years,78.11,4530.38,One year,UPI,Fiber,Yes,No,0,No,0,$0.00
12812,4,0-1 Year,87.55,350.20,One year,Credit,Fiber,No,Yes,5,Yes,1,$0.00
12813,22,1-2 Years,83.41,1835.02,Month-to-month,Cash,Fiber,Yes,No,0,No,0,$0.00
12814,3,0-1 Year,55.73,167.19,Month-to-month,UPI,DSL,Yes,Yes,1,No,0,$0.00
12815,47,2-4 Years,69.84,3282.48,Month-to-month,Cash,Fiber,No,No,3,No,0,$0.00
12816,38,2-4 Years,84.00,3192.00,One year,Credit,DSL,No,No,1,No,0,$0.00
12817,33,2-4 Years,31.94,1054.02,One year,Credit,DSL,Yes,Yes,2,No,0,$0.00
12818,48,2-4 Years,42.95,2061.60,Month-to-month,Cash,Fiber,No,Yes,2,No,0,$0.00
12819,65,4+ Years,109.05,7088.25,One year,Debit,Fiber,No,No,1,No,0,$0.00
12820,26,2-4 Years,54.23,1409.98,Month-to-month,UPI,Fiber,No,No,0,Yes,1,$0.00
12821,8,0-1 Year,100.12,800.96,Two year,Cash,Fiber,No,No,2,No,0,$0.00
12822,50,4+ Years,45.10,2255.00,Month-to-month,Debit,Not_Specified,No,Yes,1,No,0,$0.00
12823,38,2-4 Years,24.16,918.08,Month-to-month,UPI,Fiber,Yes,No,3,No,0,$0.00
12824,10,0-1 Year,70.04,700.40,Month-to-month,UPI,Fiber,No,No,0,Yes,1,$0.00
12825,42,2-4 Years,109.25,4588.50,Month-to-month,Debit,DSL,No,Yes,1,Yes,1,$0.00
12826,37,2-4 Years,101.93,3771.41,One year,UPI,DSL,No,No,1,No,0,$0.00
12827,26,2-4 Years,45.29,1177.54,Month-to-month,UPI,Fiber,Yes,No,1,No,0,$0.00
12828,12,0-1 Year,110.99,1331.88,Month-to-month,Cash,Fiber,No,No,1,Yes,1,$0.00
12829,49,4+ Years,67.97,3330.53,One year,Debit,DSL,No,No,0,No,0,$0.00
12830,14,1-2 Years,24.90,348.60,Month-to-month,Cash,DSL,Yes,Yes,0,No,0,$0.00
12831,46,2-4 Years,22.79,1048.34,One year,Cash,DSL,No,Yes,1,No,0,$0.00
12832,35,2-4 Years,68.51,2397.85,Two year,UPI,DSL,No,Yes,0,No,0,$0.00
12833,29,2-4 Years,74.63,2164.27,Month-to-month,Debit,DSL,No,No,2,No,0,$0.00
12834,12,0-1 Year,27.99,335.88,One year,Credit,Not_Specified,No,Yes,2,Yes,1,$0.00
12835,44,2-4 Years,112.22,4937.68,Month-to-month,Debit,Fiber,No,Yes,2,Yes,1,$0.00
12836,66,4+ Years,91.82,6060.12,Two year,UPI,Fiber,No,No,2,Yes,1,$0.00
12837,2,0-1 Year,100.13,200.26,Month-to-month,Credit,Fiber,No,No,1,Yes,1,$0.00
12838,59,4+ Years,78.40,4625.60,Two year,Cash,Fiber,No,Yes,1,No,0,$0.00
12839,17,1-2 Years,86.35,1467.95,Month-to-month,Credit,Fiber,Yes,Yes,2,No,0,$0.00
12840,10,0-1 Year,58.79,587.90,One year,Credit,Fiber,No,Yes,1,No,0,$0.00
12841,18,1-2 Years,87.93,1582.74,Month-to-month,Debit,DSL,No,Yes,1,No,0,$0.00
12842,22,1-2 Years,117.82,2592.04,Month-to-month,Cash,DSL,Yes,Yes,2,No,0,$0.00
12843,58,4+ Years,84.77,4916.66,One year,Debit,Fiber,No,No,5,Yes,1,$0.00
12844,53,4+ Years,54.16,2870.48,One year,Credit,Fiber,No,No,4,No,0,$0.00
12845,1,0-1 Year,48.52,48.52,Two year,UPI,Fiber,No,No,0,No,0,$0.00
12846,61,4+ Years,116.33,7096.13,Month-to-month,UPI,Fiber,No,Yes,1,Yes,1,$0.00
12847,31,2-4 Years,38.50,1193.50,Two year,Credit,Fiber,No,No,1,No,0,$0.00
12848,31,2-4 Years,100.62,3119.22,One year,UPI,DSL,No,Yes,2,Yes,1,$0.00
12849,66,4+ Years,66.53,4390.98,Month-to-month,UPI,Fiber,No,No,0,No,0,$0.00
12850,19,1-2 Years,64.38,1223.22,Month-to-month,Debit,Fiber,No,No,4,Yes,1,$0.00
12851,53,4+ Years,94.75,5021.75,One year,Cash,DSL,Yes,No,1,No,0,$0.00
12852,22,1-2 Years,34.80,765.60,Two year,UPI,Not_Specified,Yes,Yes,2,No,0,$0.00
12853,23,1-2 Years,66.63,1532.49,One year,Cash,Fiber,No,No,3,Yes,1,$0.00
12854,15,1-2 Years,23.58,353.70,One year,Cash,Fiber,No,Yes,1,No,0,$0.00
12855,26,2-4 Years,87.04,2263.04,Two year,Debit,Fiber,No,No,3,Yes,1,$0.00
12856,3,0-1 Year,25.84,77.52,One year,Credit,DSL,Yes,Yes,3,Yes,1,$0.00
12857,20,1-2 Years,28.73,574.60,Two year,UPI,DSL,No,No,3,No,0,$0.00
12858,40,2-4 Years,104.48,4179.20,One year,UPI,DSL,No,No,4,Yes,1,$0.00
12859,39,2-4 Years,64.30,2507.70,One year,Debit,Fiber,No,Yes,0,Yes,1,$0.00
12860,72,4+ Years,40.10,2887.20,Month-to-month,Debit,DSL,No,Yes,2,No,0,$0.00
12861,18,1-2 Years,79.26,1426.68,One year,Credit,Fiber,Yes,Yes,4,No,0,$0.00
12862,41,2-4 Years,71.93,2949.13,Month-to-month,Cash,Fiber,Yes,No,1,No,0,$0.00
12863,70,4+ Years,61.09,4276.30,Month-to-month,Credit,Fiber,No,No,2,No,0,$0.00
12864,27,2-4 Years,110.54,2984.58,Month-to-month,UPI,Fiber,No,No,3,Yes,1,$0.00
12865,15,1-2 Years,94.95,1424.25,One year,Debit,DSL,No,No,0,No,0,$0.00
12866,37,2-4 Years,35.16,1300.92,Month-to-month,Debit,Not_Specified,Yes,No,0,No,0,$0.00
12867,58,4+ Years,77.08,4470.64,Month-to-month,Cash,Fiber,No,Yes,0,No,0,$0.00
12868,5,0-1 Year,28.87,144.35,Month-to-month,UPI,DSL,No,No,1,Yes,1,$0.00
12869,7,0-1 Year,44.47,311.29,One year,Debit,DSL,Yes,Yes,3,No,0,$0.00
12870,41,2-4 Years,110.99,4550.59,Month-to-month,Debit,DSL,No,No,1,Yes,1,$0.00
12871,10,0-1 Year,66.21,662.10,Month-to-month,Debit,DSL,No,No,3,Yes,1,$0.00
12872,62,4+ Years,109.21,6771.02,Month-to-month,Debit,Fiber,Yes,No,1,No,0,$0.00
12873,26,2-4 Years,36.60,951.60,Month-to-month,UPI,DSL,No,Yes,0,No,0,$0.00
12874,68,4+ Years,40.53,2756.04,Month-to-month,Cash,Fiber,Yes,No,0,No,0,$0.00
12875,24,1-2 Years,55.28,1326.72,Month-to-month,Credit,Not_Specified,Yes,No,0,No,0,$0.00
12876,41,2-4 Years,56.63,2321.83,One year,Credit,DSL,No,No,0,No,0,$0.00
12877,65,4+ Years,94.53,6144.45,Month-to-month,Cash,Fiber,Yes,No,1,No,0,$0.00
12878,17,1-2 Years,79.94,1358.98,Month-to-month,Cash,DSL,No,No,3,Yes,1,$0.00
12879,24,1-2 Years,75.32,1807.68,One year,UPI,DSL,No,No,2,No,0,$0.00
12880,27,2-4 Years,80.24,2166.48,Month-to-month,Credit,Not_Specified,No,No,2,Yes,1,$0.00
12881,7,0-1 Year,93.22,652.54,One year,Cash,DSL,No,Yes,1,No,0,$0.00
12882,12,0-1 Year,109.28,1311.36,Two year,Debit,Fiber,No,No,2,No,0,$0.00
12883,3,0-1 Year,61.47,184.41,One year,UPI,DSL,No,No,1,Yes,1,$0.00
12884,10,0-1 Year,100.29,1002.90,One year,Cash,DSL,Yes,No,0,No,0,$0.00
12885,33,2-4 Years,69.51,2293.83,Month-to-month,Credit,Fiber,No,Yes,0,No,0,$0.00
12886,46,2-4 Years,92.21,4241.66,Month-to-month,Debit,Fiber,No,No,2,Yes,1,$0.00
12887,59,4+ Years,107.48,6341.32,Month-to-month,Cash,DSL,No,No,0,Yes,1,$0.00
12888,52,4+ Years,23.22,1207.44,One year,Credit,DSL,No,Yes,2,No,0,$0.00
12889,6,0-1 Year,74.66,447.96,One year,UPI,DSL,No,No,0,No,0,$0.00
12890,2,0-1 Year,118.94,237.88,Month-to-month,Credit,Fiber,No,Yes,3,Yes,1,$0.00
12891,29,2-4 Years,69.62,2018.98,Month-to-month,Credit,Fiber,No,Yes,3,Yes,1,$0.00
12892,40,2-4 Years,106.43,4257.20,One year,Credit,DSL,No,No,0,No,0,$0.00
12893,61,4+ Years,38.59,2353.99,Month-to-month,UPI,Fiber,Yes,Yes,2,No,0,$0.00
12894,68,4+ Years,80.43,5469.24,One year,Cash,Fiber,No,No,2,No,0,$0.00
12895,68,4+ Years,107.03,7278.04,One year,Cash,DSL,Yes,No,0,No,0,$0.00
12896,29,2-4 Years,63.15,1831.35,Month-to-month,Debit,DSL,No,Yes,4,Yes,1,$0.00
12897,62,4+ Years,68.67,4257.54,Month-to-month,Cash,DSL,Yes,No,3,No,0,$0.00
12898,60,4+ Years,28.20,1692.00,Month-to-month,UPI,DSL,No,No,6,Yes,1,$0.00
12899,41,2-4 Years,24.22,993.02,Month-to-month,Credit,Fiber,No,Yes,0,No,0,$0.00
12900,65,4+ Years,66.87,4346.55,One year,UPI,Fiber,No,No,3,No,0,$0.00
12901,64,4+ Years,104.35,6678.40,Month-to-month,Credit,DSL,Yes,Yes,0,No,0,$0.00
12902,63,4+ Years,113.13,7127.19,Month-to-month,Cash,Fiber,Yes,Yes,1,No,0,$0.00
12903,48,2-4 Years,85.87,4121.76,Month-to-month,Debit,DSL,Yes,Yes,2,Yes,1,$0.00
12904,20,1-2 Years,102.64,2052.80,Month-to-month,Debit,Fiber,No,Yes,3,Yes,1,$0.00
12905,37,2-4 Years,93.49,3459.13,One year,Cash,Fiber,No,No,4,Yes,1,$0.00
12906,64,4+ Years,90.15,5769.60,One year,Credit,DSL,No,No,4,Yes,1,$0.00
12907,5,0-1 Year,96.90,484.50,Month-to-month,Cash,Fiber,No,No,0,Yes,1,$0.00
12908,34,2-4 Years,70.53,2398.02,One year,UPI,DSL,No,Yes,1,Yes,1,$0.00
12909,39,2-4 Years,65.79,2565.81,Month-to-month,Cash,Fiber,No,Yes,0,No,0,$0.00
12910,67,4+ Years,35.91,2405.97,Two year,Cash,DSL,No,No,2,Yes,1,$0.00
12911,62,4+ Years,104.38,6471.56,Two year,Credit,DSL,No,No,0,No,0,$0.00
12912,24,1-2 Years,24.46,587.04,Two year,Cash,DSL,No,No,1,No,0,$0.00
12913,3,0-1 Year,46.74,140.22,One year,UPI,DSL,Yes,Yes,2,No,0,$0.00
12914,71,4+ Years,71.99,5111.29,One year,Cash,DSL,Yes,No,3,No,0,$0.00
12915,67,4+ Years,117.16,7849.72,Month-to-month,UPI,DSL,Yes,No,1,Yes,1,$0.00
12916,50,4+ Years,98.60,4930.00,Month-to-month,Cash,Fiber,Yes,Yes,0,No,0,$0.00
12917,29,2-4 Years,56.87,1649.23,One year,Credit,Fiber,No,Yes,1,No,0,$0.00
12918,32,2-4 Years,91.39,2924.48,Month-to-month,Debit,Not_Specified,No,Yes,2,Yes,1,$0.00
12919,39,2-4 Years,113.14,4412.46,Month-to-month,Debit,DSL,No,Yes,0,Yes,1,$0.00
12920,9,0-1 Year,73.89,665.01,Two year,UPI,DSL,No,Yes,0,No,0,$0.00
12921,14,1-2 Years,66.19,926.66,Month-to-month,Cash,DSL,Yes,No,3,No,0,$0.00
12922,68,4+ Years,75.30,5120.40,Month-to-month,Credit,Fiber,Yes,No,0,No,0,$0.00
12923,64,4+ Years,51.15,3273.60,Month-to-month,Cash,Not_Specified,No,No,2,No,0,$0.00
12924,20,1-2 Years,110.73,2214.60,Month-to-month,Credit,Fiber,Yes,No,1,Yes,1,$0.00
12925,28,2-4 Years,99.73,2792.44,One year,Credit,Fiber,Yes,No,3,No,0,$0.00
12926,14,1-2 Years,90.55,1267.70,Month-to-month,Cash,Fiber,Yes,Yes,2,No,0,$0.00
12927,44,2-4 Years,78.91,3472.04,One year,Cash,Fiber,No,Yes,1,Yes,1,$0.00
12928,39,2-4 Years,116.95,4561.05,One year,Debit,DSL,Yes,No,2,No,0,$0.00
12929,28,2-4 Years,49.77,1393.56,One year,Cash,Fiber,No,No,0,No,0,$0.00
12930,64,4+ Years,48.31,3091.84,Two year,Debit,DSL,No,No,2,No,0,$0.00
12931,32,2-4 Years,44.21,1414.72,Month-to-month,UPI,Fiber,Yes,No,0,No,0,$0.00
12932,9,0-1 Year,94.18,847.62,Month-to-month,Debit,Fiber,No,No,0,Yes,1,$0.00
12933,28,2-4 Years,99.73,2792.44,Two year,Debit,Fiber,No,No,0,No,0,$0.00
12934,17,1-2 Years,79.71,1355.07,Month-to-month,Credit,Fiber,No,Yes,1,No,0,$0.00
12935,55,4+ Years,85.20,4686.00,Two year,Credit,DSL,No,Yes,2,No,0,$0.00
12936,10,0-1 Year,54.90,549.00,Two year,Debit,Fiber,Yes,Yes,1,No,0,$0.00
12937,6,0-1 Year,23.98,143.88,Two year,UPI,Fiber,Yes,Yes,2,No,0,$0.00
12938,48,2-4 Years,45.36,2177.28,Two year,Credit,Fiber,No,Yes,2,No,0,$0.00
12939,67,4+ Years,78.43,5254.81,Month-to-month,UPI,Fiber,No,Yes,0,No,0,$0.00
12940,41,2-4 Years,101.29,4152.89,Month-to-month,Debit,DSL,No,Yes,2,Yes,1,$0.00
12941,60,4+ Years,97.72,5863.20,Month-to-month,Cash,DSL,Yes,Yes,2,No,0,$0.00
12942,42,2-4 Years,37.95,1593.90,One year,Debit,Fiber,No,Yes,0,Yes,1,$0.00
12943,71,4+ Years,25.14,1784.94,Month-to-month,Cash,Fiber,Yes,No,2,No,0,$0.00
12944,28,2-4 Years,105.06,2941.68,One year,Credit,Fiber,Yes,Yes,0,No,0,$0.00
12945,13,1-2 Years,27.56,358.28,Month-to-month,Credit,DSL,Yes,No,2,No,0,$0.00
12946,15,1-2 Years,59.33,889.95,One year,Credit,Fiber,Yes,Yes,0,Yes,1,$0.00
12947,36,2-4 Years,29.42,1059.12,Month-to-month,Credit,DSL,Yes,No,1,No,0,$0.00
12948,15,1-2 Years,76.40,1146.00,Month-to-month,Debit,DSL,No,Yes,3,No,0,$0.00
12949,56,4+ Years,56.33,3154.48,Two year,Debit,DSL,No,Yes,1,No,0,$0.00
12950,4,0-1 Year,40.25,161.00,Month-to-month,Credit,DSL,No,Yes,1,Yes,1,$0.00
12951,52,4+ Years,79.52,4135.04,Month-to-month,UPI,Fiber,No,Yes,1,No,0,$0.00
12952,10,0-1 Year,56.34,563.40,Two year,Cash,DSL,Yes,No,3,No,0,$0.00
12953,45,2-4 Years,36.68,1650.60,Month-to-month,Credit,Fiber,Yes,No,1,No,0,$0.00
12954,29,2-4 Years,90.01,2610.29,Month-to-month,Credit,Fiber,Yes,Yes,2,No,0,$0.00
12955,53,4+ Years,103.68,5495.04,One year,Credit,Fiber,No,No,2,Yes,1,$0.00
12956,29,2-4 Years,47.37,1373.73,One year,UPI,Fiber,No,No,0,No,0,$0.00
12957,23,1-2 Years,38.64,888.72,Month-to-month,Credit,DSL,No,No,1,No,0,$0.00
12958,57,4+ Years,27.53,1569.21,One year,Cash,Fiber,No,Yes,2,Yes,1,$0.00
12959,50,4+ Years,72.79,3639.50,Month-to-month,Cash,DSL,No,Yes,1,No,0,$0.00
12960,21,1-2 Years,103.13,2165.73,Month-to-month,Debit,Fiber,Yes,Yes,3,Yes,1,$0.00
12961,43,2-4 Years,45.08,1938.44,Month-to-month,UPI,DSL,No,Yes,1,No,0,$0.00
12962,10,0-1 Year,66.06,660.60,Month-to-month,Debit,Fiber,No,Yes,3,No,0,$0.00
12963,30,2-4 Years,36.08,1082.40,Month-to-month,UPI,DSL,Yes,Yes,3,Yes,1,$0.00
12964,51,4+ Years,60.42,3081.42,Two year,UPI,Not_Specified,No,Yes,0,No,0,$0.00
12965,33,2-4 Years,21.54,710.82,Month-to-month,Cash,DSL,No,No,0,No,0,$0.00
12966,18,1-2 Years,111.07,1999.26,Two year,Credit,DSL,No,No,2,No,0,$0.00
12967,22,1-2 Years,87.66,1928.52,Month-to-month,Cash,Not_Specified,No,No,1,Yes,1,$0.00
12968,64,4+ Years,53.28,3409.92,Month-to-month,Debit,Fiber,Yes,No,1,No,0,$0.00
12969,21,1-2 Years,108.12,2270.52,Month-to-month,UPI,Fiber,No,Yes,2,No,0,$0.00
